laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Memory_Primary,Memory_Type,Resolution,TouchScreen,Company_Tier,Screen_Weight_Ratio,Cpu_Brand
135,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,1.6,884.0,256.0,SSD,1920x1080,0,Acer,8.75,Intel
684,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.1,1135.0,256.0,SSD,1920x1080,0,Asus,12.727272727272727,Intel
800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,1.22,202.9,32.0,Other,1920x1080,0,Other,11.475409836065573,Intel
104,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4,500GB HDD,AMD Radeon R2,Windows,2.1,349.0,500.0,HDD,1920x1080,0,HP,7.428571428571428,AMD
112,Lenovo,Thinkpad T470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.58,1480.0,256.0,SSD,1920x1080,0,Lenovo,8.860759493670885,Intel
1285,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R5 M430,Linux,2.3,805.99,1.0,HDD,1366x768,0,Dell,6.782608695652175,Intel
15,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M m3 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Other,0.92,1262.4,256.0,SSD,2304x1440,0,Other,13.043478260869565,Intel
483,Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows,1.78,2408.0,256.0,SSD,1920x1080,0,Dell,8.764044943820224,Intel
1101,HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,AMD FirePro W4190M,Windows,1.9,1495.0,256.0,SSD,1920x1080,0,HP,8.210526315789474,Intel
377,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD Radeon R5,Windows,2.1,426.0,128.0,SSD,1366x768,0,Acer,7.428571428571428,AMD
391,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,1.13,2282.0,512.0,SSD,2560x1440,0,Lenovo,12.389380530973453,Intel
457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,1.91,589.0,128.0,SSD,1366x768,0,HP,8.167539267015707,Intel
43,Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Nvidia GeForce 940MX,Linux,2.3,522.99,1.0,HDD,1366x768,0,Asus,6.782608695652175,Intel
551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,AMD Radeon R2 Graphics,Windows,2.0,349.0,500.0,HDD,1366x768,0,Asus,7.8,AMD
639,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.62,1479.0,256.0,SSD,1920x1080,0,Dell,5.9541984732824424,Intel
925,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256GB SSD,Nvidia GeForce 940MX,Windows,2.2,789.0,256.0,SSD,1920x1080,0,Lenovo,7.09090909090909,Intel
97,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,1.5,847.0,256.0,SSD,1920x1080,1,Acer,8.866666666666667,Intel
734,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,2.2,719.0,128.0,SSD,1920x1080,0,Dell,7.09090909090909,Intel
1064,Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Intel HD Graphics 520,Windows,1.1,2620.0,256.0,SSD,2560x1440,0,Lenovo,12.727272727272727,Intel
476,Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,Windows,1.4,1858.0,256.0,SSD,2560x1440,0,Lenovo,10.0,Intel
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows,2.2,499.0,128.0,SSD,1920x1080,0,Lenovo,7.09090909090909,Intel
809,HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M2200,Windows,3.14,2064.9,256.0,SSD,1920x1080,0,HP,4.968152866242038,Intel
1226,Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows,3.3,629.0,1.0,HDD,1600x900,0,Acer,5.242424242424243,Intel
1077,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2TB HDD,AMD Radeon R7 M445,Windows,2.32,989.99,2.0,HDD,1920x1080,0,Dell,6.724137931034483,Intel
932,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.6,1349.0,128.0,SSD,1920x1080,0,Dell,6.0,Intel
633,Mediacom,SmartBook 140,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,32GB Flash Storage,Intel HD Graphics,Windows,1.4,239.0,32.0,Other,1920x1080,0,Other,10.0,Intel
137,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Intel HD Graphics 620,Windows,2.05,598.0,1.0,HDD,1366x768,0,HP,7.609756097560976,Intel
71,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1050 Ti,Linux,3.0,949.0,1.0,HDD,1920x1080,0,Asus,5.766666666666667,Intel
226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,1.74,899.0,256.0,SSD,1920x1080,0,Lenovo,8.045977011494253,Intel
1192,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,Other,2.2,709.0,1.0,HDD,1920x1080,0,Lenovo,7.09090909090909,Intel
28,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 530,Windows,2.2,800.0,256.0,SSD,1920x1080,0,Dell,7.09090909090909,Intel
432,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.62,1159.0,128.0,SSD,1920x1080,0,Dell,5.9541984732824424,Intel
866,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,1.9,945.0,128.0,SSD,1920x1080,0,Dell,8.210526315789474,Intel
156,MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.8,1890.0,256.0,SSD,1920x1080,0,Other,6.178571428571429,Intel
94,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,1.49,1197.0,512.0,SSD,1920x1080,0,HP,8.926174496644295,Intel
399,Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1TB HDD,Nvidia GeForce MX130,Windows,2.2,693.99,1.0,HDD,1366x768,0,Acer,7.09090909090909,Intel
1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6,128GB SSD,Nvidia GeForce 920MX,Windows,2.4,569.0,128.0,SSD,1920x1080,0,Lenovo,6.5,Intel
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon 520,Windows,2.1,469.0,1.0,HDD,1920x1080,0,HP,7.428571428571428,Intel
904,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.32,1799.0,256.0,SSD,1920x1080,0,Lenovo,10.606060606060606,Intel
117,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,1.21,1629.0,256.0,SSD,1920x1080,0,Dell,10.991735537190083,Intel
740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,AMD Radeon 520,Windows,2.1,650.0,128.0,SSD,1920x1080,0,HP,7.428571428571428,AMD
612,MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows,1.8,2299.0,256.0,SSD,3840x2160,0,Other,8.666666666666666,Intel
1035,Toshiba,Portg Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.2,1590.0,256.0,SSD,1920x1080,0,Other,11.083333333333334,Intel
164,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,Windows,2.03,403.0,1.0,HDD,1366x768,0,Asus,7.684729064039409,AMD
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Nvidia GeForce 920MX ,Other,2.2,499.0,256.0,SSD,1366x768,0,Lenovo,7.09090909090909,Intel
1219,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500GB HDD,Nvidia GeForce 920MX,Other,2.2,629.0,500.0,HDD,1366x768,0,Lenovo,7.09090909090909,Intel
154,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows,2.62,899.0,1.0,Other,1920x1080,0,Dell,5.9541984732824424,Intel
461,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,2.36,979.0,128.0,SSD,1920x1080,0,Dell,6.610169491525424,Intel
8,Apple,Macbook Air,Ultrabook,13.3,1440x900,Intel Core i5 1.8GHz,8,256GB Flash Storage,Intel HD Graphics 6000,Other,1.34,1158.7,256.0,Other,1440x900,0,Other,9.925373134328359,Intel
251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows,2.04,559.0,1.0,HDD,1366x768,1,HP,7.647058823529411,Intel
257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,Windows,1.68,469.0,1.0,HDD,1366x768,0,Asus,9.285714285714286,AMD
1167,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.27,2339.0,256.0,SSD,2560x1440,1,Lenovo,11.023622047244094,Intel
1149,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 940MX,Windows,2.23,616.0,1.0,HDD,1920x1080,0,Acer,6.995515695067264,Intel
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows,1.36,1877.0,512.0,SSD,1920x1080,1,Other,9.779411764705882,Intel
808,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,AMD Radeon R5 M420X,Windows,2.0,739.0,256.0,SSD,1920x1080,0,Dell,7.8,Intel
1040,HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,2.31,1189.0,500.0,HDD,1366x768,0,HP,6.0606060606060606,Intel
1242,Dell,Inspiron 5578,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows,2.08,509.0,500.0,HDD,1920x1080,1,Dell,7.211538461538462,Intel
727,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,2.63,1200.0,256.0,SSD,1920x1080,0,HP,6.577946768060837,Intel
315,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.1,999.0,256.0,SSD,1920x1080,0,Lenovo,12.09090909090909,Intel
722,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512GB SSD,Intel HD Graphics 620,Windows,1.93,1426.66,512.0,SSD,1920x1080,0,Dell,8.082901554404145,Intel
1102,Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,180GB SSD,Intel HD Graphics 520,Windows,1.7,1199.0,180.0,SSD,1920x1080,0,Lenovo,8.23529411764706,Intel
133,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,Windows,2.36,638.99,1.0,HDD,1366x768,0,Dell,6.610169491525424,Intel
777,Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.31,1599.0,256.0,SSD,1920x1080,1,Other,10.15267175572519,Intel
928,Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows,1.44,881.0,128.0,SSD,1920x1080,0,Lenovo,9.236111111111112,Intel
570,Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620M,Windows,3.4,2999.0,256.0,SSD,1920x1080,0,Lenovo,5.088235294117648,Intel
915,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB Flash Storage,Intel HD Graphics 620,Windows,1.13,2049.0,256.0,Other,1920x1080,0,Lenovo,12.389380530973453,Intel
954,HP,Omen 17-W006na,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows,2.75,1399.0,128.0,SSD,1920x1080,0,HP,6.290909090909091,Intel
512,Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.44,949.0,256.0,SSD,1920x1080,0,Lenovo,9.236111111111112,Intel
86,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5,Windows,2.1,395.0,1.0,HDD,1366x768,0,Acer,7.428571428571428,AMD
347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,AMD Radeon 530,Windows,2.2,899.0,2.0,HDD,1920x1080,0,Lenovo,7.09090909090909,AMD
645,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows,1.42,249.0,32.0,Other,1366x768,0,Lenovo,9.859154929577466,Intel
663,Toshiba,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Intel HD Graphics 620,Windows,2.0,1064.0,500.0,HDD,1920x1080,0,Other,7.8,Intel
659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,709.0,1.0,HDD,1920x1080,0,Acer,6.5,Intel
1204,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,2.09,1179.0,512.0,SSD,1920x1080,1,Dell,7.464114832535886,Intel
1245,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 520,Linux,2.18,521.86,1.0,HDD,1366x768,0,Dell,7.155963302752293,Intel
1010,HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.11,1349.0,256.0,SSD,1920x1080,1,HP,11.981981981981981,Intel
1053,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.64,1010.51,256.0,SSD,1920x1080,0,HP,8.536585365853659,Intel
553,Lenovo,ThinkPad E470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,1.87,785.0,500.0,HDD,1920x1080,0,Lenovo,7.4866310160427805,Intel
299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows,2.05,739.0,256.0,SSD,1920x1080,0,Lenovo,7.609756097560976,Intel
998,Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,1.75,915.0,500.0,HDD,1366x768,0,Other,8.0,Intel
1136,HP,Spectre Pro,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,1.16,1690.0,256.0,SSD,1920x1080,0,HP,11.465517241379311,Intel
579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,256GB SSD,AMD Radeon 530,Windows,1.95,649.0,256.0,SSD,1920x1080,0,HP,8.0,AMD
114,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows,1.23,1379.0,256.0,SSD,3200x1800,1,Dell,10.813008130081302,Intel
108,HP,Pavilion 14-BK001nv,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Nvidia GeForce 940MX,Windows,1.58,659.0,256.0,SSD,1920x1080,0,HP,8.860759493670885,Intel
1220,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,2.0,1285.0,512.0,SSD,1920x1080,1,Dell,7.8,Intel
577,HP,ZBook 17,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,Windows,3.14,1860.99,500.0,HDD,1600x900,0,HP,5.509554140127388,Intel
78,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Intel HD Graphics 620,Other,2.2,519.0,2.0,HDD,1920x1080,0,Lenovo,7.09090909090909,Intel
145,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050M,Other,2.4,869.0,256.0,SSD,1920x1080,0,Lenovo,6.5,Intel
899,Acer,Chromebook C731-C78G,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,Other,1.25,297.0,32.0,Other,1366x768,0,Acer,9.28,Intel
540,Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows,1.2,369.0,32.0,SSD,1920x1080,0,Other,11.083333333333334,Intel
802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R7 M460,Windows,2.08,959.0,256.0,SSD,1920x1080,1,Lenovo,7.5,Intel
651,Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050 Ti,Other,2.5,1169.0,1.0,HDD,1920x1080,0,Asus,6.24,Intel
687,Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,2.5,1299.0,256.0,SSD,1920x1080,0,Acer,6.24,Intel
194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows,1.42,2824.0,1.0,SSD,2560x1440,1,Lenovo,9.859154929577466,Intel
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows,2.0,1334.0,256.0,SSD,1920x1080,0,Asus,7.0,Intel
517,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,1.29,899.0,128.0,SSD,1920x1080,1,Dell,10.310077519379846,Intel
1128,HP,Spectre Pro,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows,1.16,1969.0,512.0,SSD,1920x1080,0,HP,11.465517241379311,Intel
824,Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,1.32,1859.0,256.0,SSD,1920x1080,0,Lenovo,10.606060606060606,Intel
266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,Intel HD Graphics 520,Other,2.2,444.0,256.0,SSD,1920x1080,0,Lenovo,7.09090909090909,Intel
467,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 940MX,Windows,2.23,544.0,1.0,HDD,1920x1080,0,Acer,6.995515695067264,Intel
919,Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB Flash Storage,Intel HD Graphics,Other,2.2,359.0,16.0,Other,1920x1080,0,Acer,7.09090909090909,Intel
306,Asus,Rog GL702VS-GC095T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,2.9,2122.0,256.0,SSD,1920x1080,0,Asus,5.9655172413793105,Intel
898,Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.2,1369.9,128.0,SSD,1920x1080,0,Asus,7.863636363636363,Intel
305,Asus,VivoBook S14,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows,1.3,509.0,128.0,SSD,1366x768,0,Asus,10.769230769230768,Intel
1280,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6,1TB HDD,Intel HD Graphics 620,Windows,2.3,459.0,1.0,HDD,1366x768,0,Dell,6.782608695652175,Intel
131,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,2.8,1396.0,256.0,SSD,1920x1080,0,Dell,6.178571428571429,Intel
61,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,2.8,1299.0,256.0,SSD,1920x1080,0,Dell,6.178571428571429,Intel
49,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,AMD Radeon R5 M430,Windows,2.3,639.0,256.0,SSD,1920x1080,0,Dell,6.782608695652175,Intel
1098,HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,1.3,2049.0,512.0,SSD,3840x2160,0,HP,10.230769230769232,Intel
